,cities,incidents,killed,latitude,longitude
4257,Ensley,4,2,33.505,-86.9021
3943,Ralston,5,2,41.1908,-96.0377
4883,Cutler,8,2,44.6979,-67.2996
623,Pennsauken,11,2,39.9537,-75.0667
10527,Sterrett,3,2,33.3516,-86.5709
618,Lombard,3,2,41.9111,-88.0238
1327,Fort Payne,7,2,34.569,-85.7199
11621,Malabar,2,2,28.019,-80.6041
10522,Toone,2,2,35.3435,-88.9487
5529,Sheraden,2,2,40.4533,-80.0492
1330,New Hanover County,9,2,34.1133,-77.883
1331,Elsmere,13,2,39.7373,-75.6077
5530,Annandale,8,2,45.2431,-94.1377
5531,Creek County,2,2,36.0466,-96.1547
4877,Delta Junction,8,2,63.0578,-145.748
11612,Gallion,4,2,32.4606,-87.7922
11653,Fenwick,2,2,43.1538,-84.9758
600,Presque Isle,5,2,46.6995,-68.0311
5579,Kaysville,3,2,41.0512,-111.915
1434,Palm Beach County,14,2,26.6515,-80.2767
1437,Kaplan,4,2,30.0076,-92.284
1439,Dora,6,2,33.7185,-86.99
5627,Friendship,6,2,43.9932,-69.3335
5628,Marked Tree,4,2,35.5327,-90.4086
10340,Goldendale,2,2,45.9003,-120.683
1443,Mooresville,24,2,35.5786,-80.8561
10337,Lake Charles (Moss Bluff),5,2,30.2986,-93.2031
11709,Sanders,2,2,35.2063,-109.333
4807,Bowman,10,2,34.2042,-83.0105
10326,Capitola,3,2,36.9763,-121.965
1452,Harlan,11,2,36.8272,-83.3157
4812,Quakertown,4,2,40.414,-75.3982
10321,Clive,4,2,41.6146,-93.7625
10316,Hyampom,2,2,40.6149,-123.456
10313,Azalea,4,2,42.7991,-123.234
3900,Amelia,4,2,38.9946,-84.1748
3899,Garysburg,7,2,36.5005,-77.5826
10308,Bay Shore (Bayshore),2,2,40.7277,-73.2585
550,Manatee,11,2,27.4441,-82.5462
4800,Strathmore,5,2,36.1528,-119.014
3895,Pine Lawn,9,2,38.6896,-90.2785
11737,Courtland (North Courtland),2,2,34.6746,-87.3048
4799,Rembert,3,2,34.0853,-80.5021
1463,Huntingdon,9,2,40.4732,-78.0391
1464,North,5,2,33.6652,-81.1103
5639,Scott,7,2,30.2642,-92.0618
10351,Sun City West,2,2,33.6767,-112.374
1433,Lee's Summit,6,2,38.9084,-94.3371
5622,Spencerville,3,2,40.6609,-84.3181
5581,Dayton (Huber Heights),19,2,39.8731,-84.118
5582,Dillwyn,2,2,37.6181,-78.4988
11663,Crandon,3,2,45.5554,-88.9135
5584,Clinton County,2,2,36.7676,-85.16799999999998
10420,Carter Cove,2,2,35.8148,-90.4349
5586,Shaftsbury,5,2,42.9776,-73.1603
5588,Moonachie,2,2,40.8379,-74.0629
5594,Diboll,3,2,31.1808,-94.6867
4290,Yavapai County,3,2,34.8429,-112.447
4829,Taft,5,2,35.1451,-119.459
586,Cedar City,14,2,37.7299,-113.085
10395,Stokes (county),3,2,36.416,-80.188
4827,Fallon,3,2,39.5016,-118.754
4824,Juliette,3,2,33.1106,-83.7762
1409,New Philadelphia,3,2,40.4465,-81.5566
1412,Goochland,4,2,37.7913,-77.9252
10385,Dryfork,2,2,38.9462,-79.4364
3916,Coldspring,3,2,30.5712,-95.1747
3915,Ariton,4,2,31.5516,-85.6814
5609,Edmonds,13,2,47.797,-122.334
5610,Gouldsboro,4,2,41.2407,-75.4645
1422,Bath,22,2,40.7268,-75.3883
10368,Wedgefield,3,2,33.8736,-80.49600000000002
3912,Loves Park,15,2,42.3162,-89.0488
10366,Exeter (Brentwood),3,2,43.0129,-71.0084
581,Carter County,4,2,36.9074,-90.9438
11694,Conowingo,2,2,39.7181,-76.1654
1645,Coeur D'alene,7,2,47.7434,-116.842
4025,Woodleaf,5,2,35.8116,-80.6158
1671,Lincolnville,7,2,33.0037,-80.1581
8734,Byars (Rosedale),3,2,34.8724,-97.0522
8118,Sausalito (Marin City),3,2,37.8626,-122.5
3454,Hazel Green,8,2,34.9322,-86.5541
7759,Schenectady (Rotterdam),8,2,42.7852,-73.9611
6578,Bremerton (East Bremerton),5,2,47.6069,-122.627
3124,Fort Gibson,6,2,35.8507,-95.3136
7762,West Palm Beach (Lake Park),12,2,26.7936,-80.0587
2368,Brookfield,17,2,43.0359,-88.1616
8814,Glenn Dale,3,2,38.9976,-76.8242
8339,Pittsburgh (Mount Washington),5,2,40.4303,-80.0087
2369,Palatine,10,2,42.1319,-88.024
8117,North Chicago,4,2,42.3193,-87.8665
8809,Minneapolis (Fridley),8,2,45.1111,-93.2636
2371,Lincoln Park,9,2,42.2215,-83.1814
3446,Alden,4,2,42.5287,-93.4797
2621,Apalachicola,6,2,29.7291,-85.009
8799,Gibson (county),2,2,35.8297,-88.8574
6595,Marmaduke,5,2,36.2306,-90.4133
3128,Coldiron,4,2,36.8268,-83.4535
3437,Preston County,3,2,39.4372,-79.6502
6899,Lusby,5,2,38.3681,-76.4291
6607,Laramie,3,2,41.2744,-105.37
2627,Montville,7,2,41.4289,-72.2173
2361,Cleone,2,2,39.4956,-123.783
6572,Minneapolis (Bloomington),7,2,44.8085,-93.3434
7032,Oconomowoc,4,2,43.1251,-88.4604
3116,Elmwood Place,4,2,39.186,-84.4891
6561,Danforth,2,2,40.8196,-87.9816
8860,Miami (Goulds),3,2,25.5646,-80.3874
8858,Chickamauga,3,2,34.8859,-85.3076
8857,Chester (Eddystone),4,2,39.8711,-75.3145
8853,Elkin,4,2,36.269,-80.8512
7739,Rochester (Rochester Hills),9,2,42.6308,-83.1007
3460,Muskego,4,2,42.9069,-88.1511
2916,Shickshinny,4,2,41.1513,-76.293
2353,Matthews,16,2,35.1025,-80.7221
6609,Horseheads,7,2,42.1911,-76.7967
7272,Studio City,6,2,34.1575,-118.404
8324,Montpelier,8,2,44.2605,-72.5853
7747,Cache (county),5,2,41.7293,-111.833
8846,Wylie,3,2,33.0238,-96.5867
8126,Spotsylvania (county),9,2,38.2488,-77.5917
2632,Brattleboro,15,2,42.8522,-72.5629
7748,Scotland (county),5,2,34.7195,-79.4958
3120,Gotha,3,2,28.5428,-81.5089
2357,Terra Bella,6,2,35.9751,-119.007
7029,Lamesa,6,2,32.7389,-101.964
6571,Bisbee,4,2,31.4037,-109.907
7746,Arkdale (Big Flats),2,2,44.0273,-89.8878
8783,Estill Springs,3,2,35.2687,-86.1282
3289,Loudon,4,2,35.7835,-84.3643
8782,Maineville (Hamilton Township),3,2,39.3082,-84.2774
6892,Lafayette (county),6,2,34.2351,-89.5134
2878,Calera,8,2,33.1469,-86.7474
6635,Nanticoke,13,2,41.1925,-75.9961
2398,Rosemount,7,2,44.7147,-93.189
7816,Blackstone,5,2,37.1332,-77.9131
7817,Galt,2,2,38.272,-121.302
7219,Norman Park,9,2,31.2746,-83.7051
2874,Holly Ridge,5,2,34.4761,-77.5088
6641,Garden Valley,2,2,44.4581,-90.9899
8738,Spanish Fork (Lake Shore),3,2,40.1438,-111.73
2614,Tualatin,4,2,45.3891,-122.776
8106,Rupert,6,2,42.6383,-113.764
3253,Lander,5,2,42.8218,-108.731
7213,Chambers (county),4,2,33.0972,-85.3421
8732,Webb (county),6,2,27.4487,-99.4712
8360,Tavernier,4,2,25.0239,-80.4978
7828,Willacoochee,2,2,31.3882,-83.0128
3418,Bluff City,3,2,36.4853,-82.244
8729,Von Ormy,5,2,29.2795,-98.6524
7832,Seattle (Shoreline),8,2,47.743,-122.35
6651,Bay View Gardens,2,2,40.8078,-89.5221
6652,Crossett,5,2,33.1367,-91.9633
2402,Struthers,6,2,41.0521,-80.6076
2345,Minnetonka,7,2,44.975,-93.4228
3423,Lewis Center,5,2,40.1773,-83.0054
8753,Cleveland (Richmond Heights),4,2,41.5871,-81.5565
3132,Albert Lea,51,2,43.6369,-93.3681
6610,Milwaukee (Wauwatosa),14,2,43.0607,-87.9909
6611,Merrimack,13,2,42.8754,-71.4855
8349,Kasilof,8,2,60.33,-151.289
7784,Boaz,7,2,34.1748,-86.1652
3431,Dexter,6,2,42.2962,-83.9477
8350,Grass Valley (Alta Sierra),3,2,39.1054,-121.065
8768,Williams,7,2,35.2541,-112.189
3134,Deatsville,3,2,32.543,-86.40799999999999
8351,Perry (county),8,2,32.8029,-87.3009
7227,Cooper (county),3,2,38.7682,-92.9145
8111,Dacula,5,2,33.9912,-83.8996
2890,Lucerne,4,2,39.0737,-122.783
7237,Barry (county),5,2,36.6636,-93.8885
8761,Clint,2,2,31.5947,-106.208
2887,Molalla,6,2,45.1597,-122.59
6628,Broussard,8,2,30.1543,-91.9597
8108,Summers (county),2,2,37.5654,-80.7924
7800,Lemon Grove,7,2,32.7282,-117.016
2394,Pierce County,6,2,44.5608,-92.3096
2728,Copiah County,4,2,31.7729,-90.3952
7801,Smicksburg,4,2,40.9022,-79.1081
2615,Maiden,7,2,35.5767,-81.263
8863,Savannah (Garden City),7,2,32.0997,-81.149
6560,Reddick,8,2,29.3229,-82.2617
7732,Gardnerville,4,2,38.8593,-119.656
2951,West Orange,10,2,40.7822,-74.2735
2262,Hallandale Beach,7,2,25.9869,-80.1405
7673,Cottontown,3,2,36.4737,-86.5694
2267,Laurel County,13,2,37.0693,-84.1857
6456,Blairsville,5,2,40.4333,-79.2839
2268,Chipley,17,2,30.5339,-85.5787
2948,Arlington Heights,12,2,42.0684,-87.9662
6460,Shepherd,6,2,43.5226,-84.6924
7678,Pinnacle,4,2,36.3694,-80.4451
6921,Needmore,2,2,39.8373,-78.157
2256,Conneaut,10,2,41.9364,-80.5779
7010,South Boston,9,2,36.672,-78.9614
3510,Larose,6,2,29.5578,-90.3516
8989,Mojave,7,2,35.0477,-118.172
3509,Hernando County,4,2,28.5356,-82.2759
6472,Blue River,4,2,44.1859,-122.266
8984,Lake Geneva,3,2,42.5969,-88.4336
2283,Ridgefield,10,2,45.8218,-122.699
6481,Pahrump,22,2,36.2124,-115.992
3499,New Smyrna Beach,21,2,29.0255,-80.9281
8159,Mangham,3,2,32.3201,-91.8442
6484,La Jolla,7,2,32.8877,-117.253
8160,Cumberland Furnace,3,2,36.363,-87.4034
8154,Mcdonald (county),4,2,36.6244,-94.4255
6928,Mercer (county),5,2,40.4984,-84.5219
6443,Poway,5,2,32.9651,-117.062
2955,El Sobrante,6,2,37.9776,-122.293
2954,Woodridge,5,2,41.7456,-88.0623
9055,Millen,4,2,32.8493,-81.944
6415,Malden,9,2,42.4199,-71.0604
9053,Emerson,3,2,42.293,-96.7077
3539,Fair Grove,4,2,37.3355,-93.178
7661,Glen Carbon,5,2,38.7428,-89.9923
3538,Peru,10,2,40.7331,-86.0773
2232,Captain Cook,4,2,19.4331,-155.88
6931,Haworth,3,2,33.7359,-94.5962
8166,Canaan (North Canaan),2,2,42.0367,-73.2791
8292,Meacham,3,2,45.5065,-118.421
7663,Fountain Hills,4,2,33.6039,-111.73
9046,Indianapolis (Cumberland),3,2,39.7788,-85.9602
9042,Richmond (county),6,2,33.4433,-82.0171
6432,New Franklin,3,2,40.9798,-81.53399999999998
6436,Soldotna,21,2,60.4874,-151.05700000000004
2240,Parkland,6,2,47.1506,-122.455
8167,West Plains,5,2,36.719,-91.8649
2242,Assumption Parish,6,2,29.9233,-91.0969
2243,Frayser,6,2,35.2038,-90.0467
3618,Walkertown,6,2,36.1624,-80.1598
6424,Norwood Young America,3,2,44.7679,-93.9209
8362,Ider,3,2,34.7118,-85.6439
8969,Sumner,8,2,44.3951,-70.3859
3240,Little Mountain,5,2,34.206,-81.2698
2935,Valrico,12,2,27.8729,-82.265
8916,Reading (Mount Penn),3,2,40.3276,-75.9006
8140,Hyattsville (New Carrollton),5,2,38.9537,-76.8689
3476,Wadena,4,2,46.5359,-95.2124
8902,Columbiaville,4,2,43.1299,-83.3672
8900,Onley,2,2,37.6875,-75.7149
6913,Union Bridge,3,2,39.5453,-77.1628
3473,Bay Minette,9,2,30.8766,-87.7816
3471,Ironwood,2,2,46.4566,-90.1304
6539,Bottineau (county),2,2,48.9089,-101.019
7295,Alpharetta (Milton),4,2,34.1057,-84.2669
2329,Fort Bragg,4,2,39.3589,-123.66
8886,Pride,3,2,30.7083,-90.9936
2333,Graves County,4,2,36.6888,-88.7109
7719,Sparrows Point (Edgemere),3,2,39.2188,-76.4389
8883,Live Oak (county),2,2,28.1519,-98.2812
2925,Central,6,2,34.685,-82.7498
7284,Waianae,6,2,21.441,-158.178
6548,Johnsonville,4,2,33.8118,-79.5516
6549,Wilmerding,5,2,40.3927,-79.8087
6550,Big Stone Gap,5,2,36.8502,-82.7589
8871,Murphys,2,2,38.1214,-120.496
7022,Tooele,8,2,40.6673,-112.263
3496,Judsonia,3,2,35.269,-91.6785
2936,Cornelia,5,2,34.5189,-83.5289
6519,Ruther Glen,5,2,37.9313,-77.4799
8150,Avon Park,13,2,27.5909,-81.4896
8307,Tallapoosa (county),4,2,32.815,-85.774
3495,Paducah,66,2,36.9995,-88.7033
7307,Lanett,6,2,32.8489,-85.2056
8308,Rose Bud,3,2,35.3308,-91.9691
3100,Rio Dell,6,2,40.4988,-124.107
2939,Cayce,13,2,33.9699,-81.0752
7304,Hensley,5,2,34.5027,-92.2001
7303,Monroe (county),16,2,33.9848,-88.4677
6498,Red Valley,2,2,36.604,-109.06
7700,Stafford (county),11,2,38.0245,-98.7711
8949,Midland (county),4,2,43.6139,-84.2414
2300,Elon,4,2,36.1348,-79.4999
8942,Kapolei,3,2,21.3338,-158.07
6919,Indiantown,5,2,27.0238,-80.4858
6504,Tavares,13,2,28.8014,-81.7288
2302,Boyceville,4,2,45.0453,-92.038
6508,Edinboro,4,2,41.8724,-80.1309
2305,Autaugaville,5,2,32.4327,-86.6536
2642,Edenton,10,2,36.0744,-76.6013
8931,Annapolis Junction,2,2,39.1304,-76.7941
8145,Haywood (county),5,2,35.575,-82.9849
7695,Parker City,2,2,40.1923,-85.1979
8287,Inglewood (Lennox),4,2,33.9453,-118.361
7206,Clark (county),17,2,38.3126,-85.7178
8719,New Orleans (Jefferson),8,2,29.9685,-90.1569
7131,Crawfordville,8,2,30.1932,-84.3758
8535,Ludowici,5,2,31.7414,-81.7136
8064,La Canada Flintridge (La Cañada Flintridge),2,2,34.2053,-118.183
3337,Egg Harbor Township,12,2,39.4091,-74.5628
7961,Fayette,4,2,31.7214,-91.0587
6788,Urania,2,2,31.8638,-92.2909
7062,Gwinnett (county),10,2,33.908,-84.18299999999998
3336,Boerne,4,2,29.8048,-98.7161
3191,Port Neches,3,2,29.9616,-93.9681
6793,Exton,3,2,40.0264,-75.6172
8518,Delaware (county),10,2,36.6021,-94.7633
2802,Miamisburg,9,2,39.648,-84.309
3223,Tuscon,3,2,32.2561,-110.912
2746,Shiprock,5,2,36.793,-108.702
6800,Bentleyville,3,2,40.1317,-80.0
6802,Rufe,3,2,34.1357,-95.1565
8507,Eclectic,3,2,32.7015,-86.0871
2525,Coeburn,3,2,36.929,-82.4546
2797,Gulf Shores,9,2,30.2971,-87.6824
3333,Lebec,3,2,34.8435,-118.872
6856,Panola (county),5,2,34.3587,-89.7443
3341,Cassville,6,2,42.7192,-90.9758
8541,Cleveland (Shaker Heights),8,2,41.4644,-81.5473
2506,Cedar Falls,20,2,42.5167,-92.4549
8067,Satellite Beach (Indian Harbour Beach),3,2,28.1416,-80.5853
2820,Lesage,6,2,38.55,-82.2837
8577,Mc Donald,2,2,35.1211,-84.978
6760,Oriental,4,2,35.031,-76.693
6764,Aliso Viejo,7,2,33.5677,-117.736
8570,Stokesdale,4,2,36.316,-79.9687
7145,Merced (county),5,2,37.2316,-120.957
8564,Upper Marlboro (Springdale),3,2,38.9311,-76.8271
6768,Pulaski (county),12,2,34.8379,-92.1655
8559,Diamond Point,2,2,43.4939,-73.6817
7144,Rockbridge (county),3,2,37.7555,-79.3491
3330,Eagle Mountain,7,2,40.3699,-111.978
7937,Nanty Glo (Nanty-Glo),2,2,40.4723,-78.8333
6863,Seminole (county),5,2,35.2332,-96.6738
7938,Orangeburg (county),16,2,33.4929,-80.8637
3349,Marion Center,3,2,40.7756,-79.0501
6773,Prairie Village,8,2,38.9858,-94.6255
7940,Callaway (county),8,2,38.9142,-91.7005
3302,Anson,9,2,44.8006,-69.9698
3184,Chaves County,3,2,33.3924,-104.588
2500,Versailles,9,2,38.0713,-84.6595
2812,Delta,6,2,38.6961,-108.023
8068,Mount Gretna,2,2,40.2476,-76.4723
8557,Glencoe,2,2,40.0129,-80.8788
7978,Cleveland (Garfield Heights),14,2,41.4338,-81.6056
6811,Nichols,4,2,42.0281,-76.4121
7979,Cincinnati (Northside),4,2,39.1622,-84.5364
6830,Douglas (county),10,2,43.2149,-123.402
2775,Stone County,5,2,30.8013,-89.1706
2774,New Paltz,9,2,41.7413,-74.0635
2552,Pickaway County,3,2,39.7751,-82.9393
8041,Lutherville Timonium,4,2,39.4367,-76.5968
6834,Kings (county),5,2,36.2259,-119.601
8020,Fox Lake,6,2,43.5675,-88.9134
8463,Schuyler,8,2,37.8134,-78.7072
2773,Mccalla,4,2,33.3487,-87.0142
2557,Darlington County,6,2,34.3198,-79.888
7098,Eagar,3,2,34.1006,-109.292
2762,Indian Trail,6,2,35.1082,-80.6101
8456,Miami (Westchester),2,2,25.7597,-80.3289
8453,Voorhees,5,2,39.8529,-74.994
8452,Strykersville (Sheldon),2,2,42.6988,-78.44800000000002
8030,Clackamas,6,2,45.4255,-122.522
3208,Walton County,6,2,30.564,-86.1752
6844,Eubank,3,2,37.2557,-84.67299999999999
2764,Center Point,10,2,33.6354,-86.6902
3308,Marinette,5,2,45.1,-87.723
2563,North Wilkesboro,2,2,36.1681,-81.2167
6848,Yanceyville,4,2,36.4075,-79.3649
2771,Clio,8,2,34.5691,-79.536
8581,Little Elm,5,2,33.1826,-96.9041
3202,Stanfield,4,2,35.199,-80.4394
8472,Westerville,6,2,40.1273,-83.00299999999999
3327,Cabot,7,2,34.8896,-92.0112
2573,Owasso,21,2,36.3196,-95.7585
7983,Watseka,3,2,40.7809,-87.7361
7986,Seal Beach,5,2,33.7413,-118.107
2542,Gates,6,2,44.7554,-122.414
8480,Mount Eden,4,2,38.0163,-85.1866
2793,Winterville,30,2,35.5602,-77.4119
2792,Morehead City,5,2,34.7506,-76.7282
8431,Spottsville,3,2,37.8571,-87.4146
8477,Burkesville,3,2,36.7733,-85.37799999999999
3317,Mountain Top,5,2,41.1592,-75.8794
7111,Brown (county),8,2,44.4306,-88.0742
2755,Sarasota County,8,2,27.1996,-82.3452
2788,Antlers,3,2,34.2362,-95.6187
7108,Clay (county),13,2,38.4715,-81.1033
2785,Aventura,5,2,25.9571,-80.1468
6823,Sparks (Spanish Springs),3,2,39.6653,-119.723
7104,St. Joseph (county),2,2,41.636,-86.2642
8003,Edgecombe (county),4,2,35.9235,-77.7663
2570,Monroeville,18,2,40.4421,-79.7905
2569,Pleasant Hill,11,2,41.5941,-93.5202
8006,Bolivia,10,2,34.0014,-78.1909
8053,East Saint Louis (Sauget),5,2,38.6029,-90.1822
2745,Waverly,13,2,37.0377,-77.1013
7152,Okmulgee (county),3,2,35.5365,-96.0421
8582,Meadville,7,2,41.6033,-80.1759
6687,Kellyville,3,2,35.9183,-96.228
2431,Windsor Locks,10,2,41.9243,-72.6454
6690,Newton (county),6,2,30.9516,-93.7565
7861,Dayton (Moraine),6,2,39.709,-84.2034
2433,Brea,7,2,33.9274,-117.896
8676,Baldwin Park (Irwindale),6,2,34.1132,-117.972
8675,Ogallala,3,2,41.1996,-101.665
2605,Richard City,3,2,34.9942,-85.7212
8671,Nazareth,6,2,40.7381,-75.312
8381,Birmingham (Vestavia Hills),8,2,33.4386,-86.789
2428,Bay Point,6,2,38.028,-121.933
6880,Balaton,2,2,44.2833,-95.9379
8092,Gracemont,2,2,35.1865,-98.2607
7046,Glenarden,3,2,38.9287,-76.8667
2603,North Liberty,10,2,41.7491,-91.6068
7187,Gregg (county),5,2,32.462,-94.9183
7047,Dallas (county),5,2,32.419000000000004,-87.0346
3159,Maysville,13,2,34.8766,-77.2329
8385,Eagle Butte,7,2,45.0067,-101.237
6698,Roosevelt (Ballard),3,2,40.2893,-109.944
7873,Summerville (Lincolnville),4,2,33.0137,-80.1565
6879,Putnam (county),9,2,38.4391,-81.9948
6695,Fruitland,5,2,40.2108,-110.839
8650,Doerun,5,2,31.3185,-83.9164
8686,Licking (county),3,2,40.0719,-82.4131
6678,Quanah,2,2,34.3037,-99.7733
6656,Bacliff,5,2,29.5173,-94.9928
2869,Provo,17,2,40.2348,-111.664
6888,Klamath,5,2,41.7058,-124.127
8104,Fort Riley,3,2,39.0855,-96.8026
7039,Grand Bay,7,2,30.4887,-88.2892
3231,Indian Wells,2,2,33.7129,-116.314
7201,Tacoma (Parkland),18,2,47.1183,-122.414
8370,Cedar Grove,4,2,38.2635,-81.3546
8099,Bergenfield,6,2,40.9231,-74.0028
3409,Newport Beach,6,2,33.626,-117.948
3393,Kings Beach,3,2,39.2379,-120.023
2861,Rocklin,13,2,38.7886,-121.238
8709,Waveland,6,2,30.3004,-89.3987
7853,Lake Alfred,3,2,28.0764,-81.7564
7043,Ballwin,6,2,38.577,-90.5381
6666,Long Island City,8,2,40.7589,-73.9446
7854,Dania (Dania Beach),3,2,26.0522,-80.1459
8700,Forney,6,2,32.7444,-96.4515
8376,Coatesville (Valley Twp),2,2,39.982,-75.8425
3400,Arden,11,2,35.4801,-82.5448
2608,Duquesne,19,2,40.374,-79.8505
7860,Saltville,4,2,36.8905,-81.7561
3408,Garyville,4,2,30.057,-90.6165
7837,Pittston,6,2,41.3114,-75.7892
6877,Blackville,5,2,33.3582,-81.2724
2452,Rice,4,2,45.7298,-94.192
2474,Glasgow,32,2,36.9751,-85.919
8401,Ben Bolt,2,2,27.7519,-98.0694
7165,Boyertown,3,2,40.3451,-75.6681
3169,Derry,17,2,40.334,-79.2998
8605,Lorton,5,2,38.7051,-77.223
6869,Dearing,3,2,33.4516,-82.4292
7916,Grulla (La Grulla),2,2,26.2787,-98.6457
2476,Fulton,35,2,38.9032,-92.1498
2478,Northport,14,2,33.2284,-87.5733
7918,Fort Worth (Benbrook),4,2,32.6817,-97.4577
8608,Tuckerton (Little Egg Harbor),4,2,39.5931,-74.3587
7919,La Vernia,3,2,29.3584,-98.165
2483,Redford,10,2,42.37600000000001,-83.2899
2484,North Plains,3,2,45.6392,-123.044
6868,Pima (county),3,2,32.3088,-110.844
7159,Speedwell,5,2,36.4393,-83.8423
6753,Talkeetna,2,2,62.1755,-149.9
8075,Coosa (county),3,2,32.8589,-86.1227
8406,Westmoreland (county),4,2,40.3008,-79.5393
2485,Sayre,8,2,41.978,-76.52
2741,Shoreline,3,2,47.7568,-122.32
6756,Ponce de Leon,2,2,30.7478,-85.9728
3357,Mexico,26,2,39.1651,-91.9011
3377,Orosi,9,2,36.5444,-119.255
7166,Luzerne (county),3,2,41.1104,-75.9555
2830,Genesee,4,2,46.5515,-116.922
6715,Jemison,6,2,32.9807,-86.6869
3164,Orange Cove,4,2,36.6211,-119.324
7884,Mountville,5,2,40.1446,-79.5147
2843,Olive Hill,6,2,38.3113,-83.1298
7887,Cleburne,5,2,32.3596,-97.4205
7888,Miami (Doral),7,2,25.7818,-80.3295
7890,Lansdowne (Yeadon),6,2,39.9333,-75.2469
6718,Carlstadt,4,2,40.8443,-74.0854
6722,Mechanicville,5,2,42.9064,-73.6982
2459,Mebane,5,2,36.0665,-79.2688
2472,Tallassee,8,2,32.6222,-85.9336
2736,Sandpoint,13,2,48.2636,-116.572
2461,New Cumberland,6,2,40.2099,-76.8755
7170,Floyd (county),10,2,34.3334,-85.074
6733,Buena Park,7,2,33.8651,-117.98
3365,Morgan City,17,2,29.6937,-91.2094
8617,Saint Gabriel (Iberville),3,2,30.2577,-91.0993
2834,South Bay,7,2,26.6641,-80.7208
8615,Dushore (Wilmot Township),2,2,41.5242,-76.4008
7167,Orangevale,6,2,38.6694,-121.192
2831,Southport,4,2,33.949,-78.066
3300,Temple Terrace,4,2,28.0465,-82.3915
3166,Awendaw,7,2,32.9262,-79.7174
7656,Miami-Dade (county),7,2,25.5191,-80.4085
2565,Cuyahoga Falls,6,2,41.1311,-81.477
7377,Stanly (county),4,2,35.3503,-80.2012
6331,Quartzsite,3,2,33.6632,-114.233
9175,Ogden (Riverdale),4,2,41.1861,-112.008
6259,Tewksbury,9,2,42.5891,-71.2151
2164,Fishers,12,2,39.9757,-85.9825
8255,City Of Industry,4,2,33.9942,-117.919
8256,New Orleans (River Ridge),7,2,29.9454,-90.0459
6330,Broadview,4,2,41.8707,-87.8484
8257,Nicholson,13,2,34.1056,-83.4388
2663,Eaton Rapids,4,2,42.4869,-84.7481
7591,King George (county),5,2,38.3393,-77.0538
3074,Bishopville,6,2,34.2241,-80.2536
3578,Westlake,21,2,41.456,-81.902
3265,Redwood City,10,2,37.4867,-122.225
9165,Temple Hills (Washington),3,2,38.8473,-76.9679
7369,Stamping Ground,3,2,38.2656,-84.6788
6995,Onigum,2,2,47.1199,-94.5109
9183,Citrus (county),2,2,28.8082,-82.333
2156,Roseland,6,2,30.7777,-90.5626
7390,Rankin (county),8,2,32.3818,-89.9984
3262,Robertsdale,7,2,30.6187,-87.6096
2150,Algiers,15,2,29.9424,-90.0336
3000,Beaufort County,9,2,32.286,-80.7214
7388,Wolf Creek,9,2,42.716,-123.343
3063,Wheat Ridge,20,2,39.7826,-105.11
9193,Carmichaels,2,2,39.8803,-79.9263
7328,Claiborne (county),5,2,32.0385,-90.9181
9191,Saint Paul (Roseville),4,2,45.0128,-93.1723
6325,Schiller Park,3,2,41.966,-87.8563
3044,Dingmans Ferry,4,2,41.25,-74.9111
2996,Cross City,2,2,29.6371,-83.1286
2995,Bloomfield Hills,6,2,42.6088,-83.2654
7460,Royal City,4,2,46.897,-119.632
3066,Rancho Dominguez,2,2,33.8723,-118.213
2169,Fayette County,9,2,38.0616,-81.0755
7597,Nacogdoches (county),2,2,31.7842,-94.5317
2661,Wauconda,6,2,42.2589,-88.1392
2659,Hiddenite,4,2,35.8611,-81.1055
2088,Royal Oak,13,2,42.5084,-83.1718
7355,Folkston,3,2,30.8024,-81.8532
2182,Burton,17,2,43.0093,-83.6005
7354,Granville,5,2,43.4503,-73.3271
7454,Wells (county),3,2,40.7354,-85.1673
6946,Lamar (county),8,2,31.1799,-89.4195
7610,Sycamore,4,2,40.985,-83.16799999999998
8271,Lead Hill,2,2,36.3968,-92.9654
3268,Selbyville,4,2,38.4626,-75.1425
2655,Oswego,8,2,41.70399999999999,-88.3583
2192,Lewisburg,14,2,40.9662,-76.9185
2193,Bessemer (Hueytown),12,2,33.3959,-87.0398
3077,Saint Francis,7,2,42.9803,-87.8607
3079,Eastlake,6,2,41.6422,-81.4527
7616,Grand Rapids (Kentwood),12,2,42.9374,-85.5854
6997,Morgan (county),9,2,39.6651,-81.836
6320,Saraland,8,2,30.8148,-88.0881
3569,Willow Creek,7,2,40.9394,-123.631
9142,Lake Saint Louis,4,2,38.7953,-90.8094
7458,Cleveland (East Cleveland),7,2,41.5373,-81.579
9161,Hinckley,4,2,46.0152,-92.9495
6342,Chowchilla,6,2,37.1185,-120.258
2658,Clendenin,7,2,38.4834,-81.3679
2090,Eatonville,9,2,46.8661,-122.34
8189,Anoka (Ramsey),4,2,45.2989,-93.4104
7600,Amityville (North Amityville),12,2,40.6988,-73.4205
7362,Colquitt,4,2,31.1783,-84.5261
7361,Riddle,3,2,42.9192,-123.316
3251,Stevenson Ranch,4,2,34.3741,-118.563
3254,Muskogee County,4,2,35.7111,-95.3102
3570,Ridgefield Park,4,2,40.8493,-74.0182
7605,Enon,5,2,39.881,-83.9285
7357,South Holland,5,2,41.5882,-87.5906
6355,Sallisaw,7,2,35.4643,-94.7879
9141,Wasilla (Meadow Lake),2,2,61.6342,-149.523
7395,Long (county),3,2,31.7993,-81.6937
