cities,incidents,latitude,longitude
Berea,13,37.589,-84.2674
Charleston (James Island),13,32.7283,-79.9509
Nanticoke,13,41.1925,-75.9961
Waverly,13,37.0377,-77.1013
El Paso (county),13,38.9543,-104.331
Winnsboro,13,32.1579,-91.722
Patterson,13,29.7018,-91.3075
Laplace,13,30.0636,-90.49
Elmont,13,40.7002,-73.7204
Toccoa,13,34.5738,-83.3161
Tustin,13,33.7301,-117.825
Waukesha,13,43.0494,-88.1863
Kingstree,13,33.7295,-79.7579
Hancock (county),13,30.3042,-89.3973
Bridgeville,13,38.7342,-75.5987
Caledonia,13,33.8108,-88.2959
Weymouth,13,42.1836,-70.9545
Bernalillo (county),13,35.0528,-106.729
Lake Worth (Palm Springs),13,26.6254,-80.0888
Santa Rosa County,13,30.769,-86.9824
Sandpoint,13,48.2636,-116.572
Laurel County,13,37.0693,-84.1857
League City,13,29.4947,-95.0584
Harlingen,13,26.1677,-97.6669
Fort Lauderdale (Lauderdale Lakes),13,26.1303,-80.1849
Valley,13,32.7464,-85.2562
Youngstown (Boardman),13,41.0367,-80.6596
Nicholson,13,34.1056,-83.4388
Citra,13,29.3675,-82.1255
Merrimack,13,42.8754,-71.4855
New Rochelle,13,40.9151,-73.7859
Cantonment,13,30.6225,-87.3351
Andover,13,42.6602,-71.1166
Sunnyvale,13,37.3989,-122.013
Trinity,13,35.8939,-79.9974
Royal Oak,13,42.5084,-83.1718
Woodruff,13,34.7525,-82.0463
Richmond County,13,33.5161,-82.0405
Orangeburg County,13,33.3724,-80.4809
Fairview,13,35.5241,-82.4117
Elsmere,13,39.7373,-75.6077
Attleboro,13,41.9205,-71.3154
Hazlehurst,13,31.8773,-90.4197
Deerfield,13,42.5209,-72.6069
Clayton County,13,33.6083,-84.441
Duncan,13,34.5249,-97.9654
Garfield,13,32.7077,-107.234
Cherokee (county),13,34.3979,-85.5773
Maricopa,13,33.056,-112.012
Clay (county),13,38.4715,-81.1033
Manteca,13,37.8127,-121.213
Burnsville,13,34.9098,-88.3271
Maplewood,13,40.7227,-74.2548
Grove City,13,39.8787,-83.0601
Channelview,13,29.7776,-95.1382
Ashburn,13,39.0623,-77.4537
Massena,13,44.9432,-74.8931
Beaufort (Ladys Island),13,32.4226,-80.6405
Sand Springs,13,36.1464,-96.0998
Kirkland,13,47.7119,-122.194
Leesville,13,33.9638,-81.4999
Cincinnati (Colerain Township),13,39.2421,-84.5943
Hixson,13,35.187,-85.1928
Kelso,13,46.149,-122.874
Sylvania,13,41.7136,-83.7627
Olive Branch,13,34.8957,-89.7967
Petal,13,31.4195,-89.1881
Costa Mesa,13,33.6765,-117.901
Edmonds,13,47.797,-122.334
Afton,13,44.8881,-92.8161
Hyattsville (Landover),13,38.9272,-76.8883
Muskegon Heights,13,43.2152,-86.2407
Pike County,13,39.0826,-83.2547
Alice,13,27.7452,-98.0766
North Olmsted,13,41.4283,-81.8992
Wesley Chapel,13,28.2486,-82.3552
Ravenna,13,41.1695,-81.2585
Pompano Beach (North Lauderdale),13,26.2161,-80.2279
Calhoun (county),13,33.6597,-85.8317
Jay,13,44.519,-70.2078
Hollister,13,36.2562,-77.9458
Birmingham (Midfield),13,33.4626,-86.9126
North Adams,13,42.69,-73.1152
Hacienda Heights,13,34.0055,-117.957
Milwaukee (Greenfield),13,43.0563,-87.9439
Rochester (Greece),13,43.2019,-77.6594
Westwego,13,29.8996,-90.156
North Myrtle Beach,13,33.8156,-78.6964
Boyle Heights,13,34.0624,-118.195
Zephyrhills,13,28.2428,-82.1832
Port Royal,13,32.3862,-80.7029
Banning,13,33.9299,-116.859
Port Hueneme,13,34.1477,-119.195
Porter,13,35.8496,-95.4296
Seward,13,40.8225,-97.2163
Avon Park,13,27.5909,-81.4896
Debary,13,28.872,-81.3065
Elmhurst,13,41.8803,-87.9448
Teaneck,13,40.8912,-74.011
North Platte,13,41.1262,-100.753
Saint Paul (Maplewood),13,44.9837,-93.0787
White Lake,13,42.6252,-83.5081
Bessemer (Brighton),13,33.4414,-86.9343
Windsor Mill,13,39.331,-76.7655
North Fort Myers,13,26.6463,-81.9161
Adrian,13,41.8874,-84.0246
Paulsboro,13,39.8301,-75.2456
Tarpon Springs,13,28.1408,-82.7031
Newberry,13,29.6414,-82.615
Jackson County,13,30.4702,-88.4821
Maysville,13,34.8766,-77.2329
Girard,13,37.5139,-94.8699
Rocklin,13,38.7886,-121.238
Cayce,13,33.9699,-81.0752
Barboursville,13,38.4267,-82.2645
Pembroke,13,34.757,-79.1681
Tavares,13,28.8014,-81.7288
Hoboken,13,40.7449,-74.0295
Laveen,13,33.3828,-112.207
Waynesville,13,35.4941,-82.9933
Tahlequah,13,35.9227,-94.9594
Grapevine,14,32.9197,-97.1072
Forsyth,14,32.9914,-83.8446
Victor,14,38.1784,-80.9769
Robeson (county),14,34.6208,-78.984
Twentynine Palms,14,34.19,-115.858
Newington,14,43.1013,-70.8067
Radcliff,14,37.8209,-85.9295
Chadbourn,14,34.3588,-78.8859
Lillington,14,35.3562,-78.9338
Kailua Kona,14,19.6463,-155.994
Moscow,14,46.7154,-117.007
Jonesville,14,31.6157,-91.8586
Pass Christian,14,30.3139,-89.2537
Granite Falls,14,48.075,-121.706
Walker,14,30.4554,-90.8538
Wallkill,14,41.4343,-74.3972
Lauderdale County,14,34.8548,-87.6042
Egg Harbor City,14,39.519,-74.5426
Shirley,14,40.7586,-72.872
Lees Summit,14,38.9031,-94.3691
Santa Monica,14,34.0125,-118.496
Wapato,14,46.458,-120.481
Merritt Island,14,28.3788,-80.7095
Richfield,14,38.7733,-112.083
Pulaski,14,35.1934,-87.0128
Mankato,14,44.1568,-93.9917
Frisco,14,33.0992,-96.8057
Williamstown,14,39.7154,-75.0023
Cincinnati (North College Hill),14,39.2162,-84.5494
Oregon,14,42.9171,-89.3706
Lewisburg,14,40.9662,-76.9185
Kyle,14,43.5357,-102.321
Pleasanton,14,37.6548,-121.874
Fuquay Varina,14,35.5931,-78.7912
Birmingham (Tarrant),14,33.6063,-86.7519
Dunnellon,14,29.0714,-82.3231
Sebastian,14,27.8104,-80.4648
Cedar City,14,37.7299,-113.085
Weston,14,37.263,-104.976
West Memphis,14,35.1754,-90.1846
Murrieta,14,33.5822,-117.174
Coventry,14,41.6726,-71.5912
Salt Lake City (South Salt Lake),14,40.7014,-111.895
Groton,14,41.3646,-72.0642
Barstow,14,34.8986,-117.015
Marathon,14,24.7294,-81.035
Rowlett,14,32.9036,-96.552
Guthrie,14,35.8739,-97.4163
Dayton (Kettering),14,39.6591,-84.1245
Vandalia,14,38.9675,-89.1056
Bremerton,14,47.5692,-122.659
Skokie,14,42.0263,-87.7463
Howell,14,40.119,-74.2379
Haines City,14,28.114,-81.6169
Lauderdale (county),14,34.9849,-87.9025
Picayune,14,30.52,-89.6978
Townsend,14,46.2696,-111.473
Wilkinsburg,14,40.4493,-79.8783
Port Angeles,14,48.1042,-123.343
Palm Beach County,14,26.6515,-80.2767
Estill,14,32.7473,-81.2345
Penns Grove,14,39.7296,-75.468
Menasha,14,44.2082,-88.4431
Atlanta (Chamblee),14,33.8935,-84.2962
Bolton,14,34.3197,-78.3926
San Gabriel,14,34.0836,-118.107
Indiana,14,40.6287,-79.1456
Greencastle,14,39.7469,-77.7159
Oregon City,14,45.3647,-122.597
Cumberland,14,39.6355,-78.7479
Espanola,14,36.1673,-106.196
Monroe County,14,36.7485,-85.7256
Durant,14,34.0006,-96.3799
Bartow,14,27.9005,-81.8499
Fenton,14,38.4714,-90.4574
Opa Locka,14,25.893,-80.2528
Cottage Grove,14,44.8294,-92.912
La Habra,14,33.9318,-117.929
Seguin,14,29.6231,-98.0335
Escambia (county),14,30.5261,-87.322
Redlands,14,34.0236,-117.149
Braintree,14,42.2291,-70.9662
Northport,14,33.2284,-87.5733
Wayne,14,40.0395,-75.3961
Soledad,14,36.423,-121.313
Havelock,14,34.8569,-76.7464
Simi Valley,14,34.2581,-118.672
Alliance,14,40.9218,-81.1058
Kernersville,14,36.0923,-80.1378
Taylorsville,14,35.9393,-81.1986
Oklahoma City (Moore),14,35.32,-97.4931
Cleveland (Garfield Heights),14,41.4338,-81.6056
Gwinnett County,14,33.8958,-84.2131
Emporia,14,38.404,-96.1749
Endicott,14,42.117,-76.0475
Leeds,14,33.5626,-86.5222
Dartmouth,14,41.6154,-70.9383
Morrow,14,33.5899,-84.3372
San Fernando,14,34.2806,-118.445
New Orleans ,14,29.9456,-90.0897
Staunton,14,38.1525,-79.1073
Southern Pines,14,35.1827,-79.4006
Milwaukee (Wauwatosa),14,43.0607,-87.9909
Tonawanda,14,43.0026,-78.8699
Sun Prairie,14,43.1785,-89.2393
Markham,14,41.587,-87.7138
Prescott,14,34.5269,-112.478
Wareham,14,41.7743,-70.6562
Westwego (Avondale),14,29.9149,-90.2198
Fort Lauderdale (Oakland Park),14,26.1852,-80.1467
Pullman,14,46.7357,-117.174
Roy,14,41.1845,-112.027
Rockwell,14,35.5236,-80.4261
West Mifflin,14,40.3848,-79.8913
Alameda,14,37.7713,-122.276
Manheim,14,40.2,-76.421
Rogersville,14,36.398,-83.0176
Corbin,14,36.95,-84.0956
Springville,14,40.1566,-111.611
Ringgold,14,32.3288,-93.2745
East Lansing,14,42.7355,-84.4935
Homewood,15,41.5596,-87.6559
Imperial,15,32.8455,-115.577
Algiers,15,29.9424,-90.0336
Absecon,15,39.4174,-74.513
Harbor City,15,33.7958,-118.297
Linn (county),15,44.6224,-123.075
East Moline,15,41.5123,-90.4523
Zachary,15,30.6069,-91.227
Findlay,15,41.0569,-83.662
Belleview,15,29.0843,-82.0846
Winter Garden,15,28.5399,-81.6039
Lenexa,15,38.9566,-94.7286
Seattle (Des Moines),15,47.3908,-122.316
Grafton,15,39.3388,-80.039
Kings Mountain,15,35.2349,-81.3111
Beaverton (Aloha),15,45.5041,-122.899
Coral Gables,15,25.7479,-80.2596
Baton Rouge ,15,30.4371,-91.0075
Beacon,15,41.5051,-73.9651
Sweet Home,15,44.4033,-122.738
Cookeville,15,36.151,-85.554
Union Springs,15,32.1443,-85.7134
Campbell,15,37.2771,-121.953
Bellaire,15,29.706,-95.4781
Toms River,15,39.9661,-74.199
Sedalia,15,38.6979,-93.2181
Weldon,15,36.4126,-77.6172
Hackensack,15,40.9027,-74.0417
Knox County,15,35.9675,-84.1499
Saint Peters,15,38.7878,-90.6306
Gray,15,33.0017,-83.5617
Claremont,15,35.7161,-81.142
Minneapolis (Brooklyn Park),15,45.0872,-93.3543
San Pablo,15,37.9697,-122.342
Saint Augustine (St Augustine),15,29.8289,-81.2718
Seattle (White Center),15,47.5059,-122.355
Pemberton,15,39.9441,-74.5546
Brattleboro,15,42.8522,-72.5629
Cincinnati (Walnut Hills),15,39.1225,-84.4943
Mount Clemens,15,42.5854,-82.8748
Reseda,15,34.1926,-118.536
Cullman,15,34.1926,-87.0403
Bend,15,44.0755,-121.349
Ruston,15,32.5208,-92.6267
Emeryville,15,37.8353,-122.293
Montrose,15,38.481,-107.861
Big Spring,15,32.2371,-101.473
Harrisonburg,15,38.4256,-78.8766
Ceres,15,37.5839,-120.945
Port Allen,15,30.4488,-91.211
Donaldsonville,15,30.0953,-90.9929
Hannibal,15,39.7115,-91.3876
Casselberry,15,28.6903,-81.3203
Marshall (county),15,35.4495,-86.8606
Tolleson,15,33.4065,-112.272
James Island,15,32.7412,-79.9657
East Windsor,15,41.9113,-72.6074
Sherman,15,33.6325,-96.5949
Lacey,15,47.0302,-122.765
Yuba City,15,39.1142,-121.62
Culpeper,15,38.4378,-78.0977
Goodlettsville,15,36.2925,-86.7142
Hillsborough,15,36.0859,-79.0973
Boone (county),15,36.2724,-93.1833
Casa Grande,15,32.8854,-111.757
Shippensburg,15,39.9775,-77.5273
Glassboro,15,39.7049,-75.1043
Griffith,15,41.5309,-87.4374
Kearney,15,40.6989,-99.094
Mcdonough,15,33.4521,-84.2132
Martinez,15,38.0097,-122.112
Pine Hills,15,28.5599,-81.4677
Oakley,15,38.0115,-121.647
Loves Park,15,42.3162,-89.0488
Pampa,15,35.5221,-100.979
Bonita Springs,15,26.4405,-81.9229
Southington,15,41.5755,-72.8893
Pflugerville,15,30.4631,-97.575
Adelanto,15,34.5183,-117.434
Cairo,15,30.8795,-84.2012
Oak Grove,16,36.6617,-87.4425
Mission,16,26.3242,-98.3381
Hermitage,16,36.1995,-86.5994
Okmulgee,16,35.6535,-95.9442
Manatee (county),16,27.5476,-82.5557
Palm Beach,16,26.6767,-80.0362
Dumfries,16,38.5838,-77.328
Kern (county),16,35.3564,-118.906
Kosciusko,16,33.0412,-89.5837
Piqua,16,40.1418,-84.2619
Boone,16,36.2163,-81.669
Berwick,16,41.0483,-76.2641
Monroe (county),16,33.9848,-88.4677
Roseburg,16,43.218,-123.268
Orangeburg (county),16,33.4929,-80.8637
Port St. Lucie,16,27.2905,-80.2962
Edwardsville,16,38.8064,-89.9517
Cherokee County,16,31.7982,-95.1432
Mitchell,16,43.697,-98.0255
Galesburg,16,42.2905,-85.4153
Harriman,16,35.9231,-84.5445
Homestead (Florida City),16,25.4571,-80.4844
Steubenville,16,40.3613,-80.6195
Alamogordo,16,32.8713,-105.972
Irvine,16,33.6764,-117.845
Naperville,16,41.7838,-88.2122
Paragould,16,36.0557,-90.4639
Plaquemine,16,30.2757,-91.2253
Sun Valley,16,34.2361,-118.356
Fort Washington,16,38.7213,-76.9997
Milan,16,35.9178,-88.7629
Arvin,16,35.1964,-118.841
Elizabethton,16,36.2618,-82.2296
Marshfield,16,42.0826,-70.7069
Iberia Parish,16,29.9161,-91.6612
Parma,16,42.2475,-84.5374
Prichard,16,30.7382,-88.0843
Arab,16,34.3237,-86.5066
Millbrook,16,32.4784,-86.3526
Snellville,16,33.8249,-84.0712
La Marque,16,29.359,-94.9716
Seattle (Seatac),16,47.4345,-122.281
North Hollywood,16,34.1814,-118.385
Crosby,16,29.8663,-95.0772
West Springfield,16,42.1459,-72.6284
Altadena,16,34.1903,-118.149
Calhoun,16,34.4909,-84.9393
Lemoyne,16,40.2423,-76.8976
Minneapolis (Brooklyn Center),16,45.0639,-93.2924
Lake Havasu City,16,34.5032,-114.331
Moberly,16,39.4131,-92.435
Saugus,16,42.4901,-71.0098
Foley,16,30.4171,-87.747
Tarboro,16,35.9061,-77.5261
Middleburg,16,30.1286,-81.8855
Smith (county),16,32.3732,-95.0343
Naugatuck,16,41.4908,-73.0242
Buckeye,16,33.4313,-112.591
Livonia,16,42.3693,-83.3574
Rosamond,16,34.8706,-118.158
Johnson (county),16,37.765,-82.8998
Hope,16,33.6697,-93.6024
Fort Lauderdale (Sunrise),16,26.1431,-80.2319
Matthews,16,35.1025,-80.7221
Alachua,16,29.7918,-82.4966
Mcminnville,16,35.6058,-85.6385
Ada,16,34.7908,-96.6608
Elkins,16,38.9246,-79.8451
Neptune,16,40.2191,-74.0346
Hinesville,16,31.806,-81.5992
Morganton,16,35.6627,-81.7489
Des Plaines,16,42.0432,-87.8599
Monessen,16,40.1602,-79.8867
Mattoon,16,39.4806,-88.3711
Bladensburg,16,38.9434,-76.9335
Ooltewah,16,35.0919,-85.0867
Destin,16,30.3971,-86.4985
Clark County,17,45.7466,-122.519
Silver Springs,17,29.2057,-81.9332
Post Falls,17,47.7261,-116.905
Bay Saint Louis,17,30.3267,-89.3605
Bennington,17,42.8466,-73.1639
Coral Springs,17,26.2452,-80.2766
Groveland,17,28.4839,-81.9087
Derry,17,40.334,-79.2998
Duarte,17,34.1227,-117.998
Clark (county),17,38.3126,-85.7178
Darby,17,46.0404,-114.176
West Chester,17,39.932,-75.6502
Hallandale (Hallandale Beach),17,25.9928,-80.1454
Beaver Dam,17,37.4208,-86.8367
Morgan City,17,29.6937,-91.2094
Cave Junction,17,42.1327,-123.63
Byron,17,32.6629,-83.7441
Provo,17,40.2348,-111.664
Chipley,17,30.5339,-85.5787
Lincoln County,17,31.5359,-90.5258
Zion,17,42.4408,-87.8364
Theodore,17,30.5656,-88.2036
Brookfield,17,43.0359,-88.1616
Great Bend,17,38.3617,-98.7988
Woodburn,17,36.8444,-86.5379
Fulton County,17,33.5974,-84.5109
Lake Wales,17,27.8352,-81.6562
Hobart,17,41.5318,-87.2611
Spring Lake,17,35.1762,-78.9628
Exeter,17,41.5408,-71.5373
Ketchikan,17,55.3266,-131.525
Saint Louis (county),17,39.1675,-94.4519
Burton,17,43.0093,-83.6005
Mayfield,17,36.7251,-88.6239
Los Angeles (county),17,33.9484,-118.263
Thomson,17,33.5159,-82.4348
Oxon Hill,17,38.789,-77.0028
Rancho Cordova,17,38.5774,-121.307
Pearland,17,29.5431,-95.2746
Pitt (county),17,35.5799,-77.3414
Norridgewock,17,44.7293,-69.7691
Henderson (county),17,37.8297,-87.5893
Franklin County,17,38.2481,-84.8985
North Bergen,17,40.7837,-74.0297
San Mateo,17,37.5629,-122.316
O Fallon,17,38.7906,-90.7277
Westport,17,41.1333,-73.3295
Xenia,17,39.6706,-83.932
Buffalo (Cheektowaga),17,42.9281,-78.7542
New York,17,40.8045,-73.9457
Bridgewater,17,41.9954,-70.9734
Blue Springs,17,39.0184,-94.2585
Mcalester,17,34.9075,-95.7401
West Fargo,17,46.863,-96.9015
Long Branch,17,40.2927,-74.0028
Bamberg,17,33.2959,-81.0434
Edinburg,17,26.3078,-98.1573
Cedar Hill,17,32.5808,-96.9369
Columbus (Whitehall),17,39.9578,-82.8559
Bogart,17,33.9407,-83.4888
Pittsburgh (Penn Hills),17,40.4567,-79.8131
Pulaski County,17,34.7433,-92.4015
Hurricane,17,38.3442,-82.0024
Coeur D Alene (Coeur D'alene),17,47.7322,-116.837
Wallingford,17,39.8784,-75.3614
Sherwood,17,45.3812,-122.856
Peabody,17,42.533,-70.9917
Belgrade,17,45.7629,-111.167
Campbellsville,17,37.337,-85.3423
Bay Shore,17,40.7501,-73.2731
Alpharetta,17,34.0657,-84.2732
Eutawville,18,33.3547,-80.2949
Reynoldsburg,18,39.9704,-82.7703
Port Richey,18,28.2845,-82.7107
Parker,18,39.5181,-104.773
Indianapolis (Lawrence),18,39.8411,-86.0354
Pikeville,18,37.3794,-82.5352
Whitehall,18,40.6213,-75.4879
Wilkes-Barre,18,41.2459,-75.8813
Covina,18,34.099,-117.909
Hope Mills,18,34.9273,-78.9303
Mandeville,18,30.3628,-90.0674
Shelby County,18,35.16,-89.8347
Jones (county),18,31.7224,-89.1136
Mc Kees Rocks (Mckees Rocks),18,40.4745,-80.057
Colbert,18,34.0345,-83.2595
Bolingbrook,18,41.6951,-88.079
Coatesville,18,40.0003,-75.8252
Colonial Heights,18,37.2423,-77.3991
Tacoma (Parkland),18,47.1183,-122.414
Trumbull,18,41.256,-73.211
Randallstown,18,39.3746,-76.7865
Middlebury,18,41.5145,-73.1203
Westfield,18,40.0318,-86.1568
Valley Stream,18,40.6727,-73.7043
Seminole,18,27.8511,-82.821
West Jordan,18,40.5878,-111.982
Eagle River,18,61.3257,-149.578
Bolivar,18,35.2625,-89.0098
Rogers,18,45.1888,-93.5641
Leominster,18,42.526,-71.7599
La Porte,18,29.663,-95.0997
Immokalee,18,26.4222,-81.4206
Aliquippa,18,40.5725,-80.3087
Downey,18,33.9444,-118.137
Kodiak,18,57.8116,-152.342
Birmingham (Ensley),18,33.5013,-86.8817
Murray,18,36.5603,-88.3056
Denver (Northglenn),18,39.8877,-104.968
Los Banos,18,37.0668,-120.839
Barnstable,18,41.6123,-70.4091
Middle River,18,39.3377,-76.4001
Saint Louis (University City),18,38.672,-90.3207
La Grange,18,38.4095,-85.3883
Orange City,18,28.9119,-81.2978
Lamar,18,34.1587,-80.0594
Southampton,18,40.9075,-72.4085
Albion,18,42.2545,-84.7141
Saint Martinville,18,30.1172,-91.8348
Speedway,18,39.8077,-86.2732
Park Forest,18,41.4755,-87.6833
Booneville,18,34.6376,-88.5448
Gerber,18,40.0222,-122.172
Huntington Station,18,40.8582,-73.4141
Martin,18,36.35,-88.851
Hull,18,42.2851,-70.8735
Andrews,18,33.3203,-79.665
Trotwood,18,39.8052,-84.2663
Cornelius,18,35.4917,-80.8781
Wiscasset,18,43.9818,-69.6878
Leland,18,34.3081,-78.0733
Monroeville,18,40.4421,-79.7905
Fort Lauderdale (Dania Beach),18,26.0578,-80.1637
Clover,18,35.0796,-81.2769
Albertville,18,34.2628,-86.2056
Oak Hill,18,28.8577,-80.8579
Sidney,18,40.2804,-84.1736
Nebo,18,35.7119,-81.9255
Ocean Springs,18,30.4133,-88.8123
Terrell,18,32.7023,-96.2821
Cicero,18,41.85,-87.7688
Bogalusa,18,30.7613,-89.8798
West Helena,18,34.5545,-90.6807
Forest Park,18,33.6257,-84.3738
Mount Olive,19,31.6836,-89.7605
East St. Louis,19,38.6018,-90.0785
Atlanta (East Point),19,33.6969,-84.4501
Dunkirk,19,38.7053,-76.6788
Cumming,19,34.3258,-84.1164
Fernandina Beach,19,30.6632,-81.4485
Wellington,19,26.6648,-80.2656
Fairfax,19,44.7428,-73.0658
East Stroudsburg,19,40.9987,-75.1683
Seattle (Tukwila),19,47.4611,-122.262
Marion County,19,31.1752,-89.9507
Chicago Heights,19,41.4988,-87.6402
Duquesne,19,40.374,-79.8505
Montclair,19,40.8108,-74.2083
Corvallis,19,44.5853,-123.257
Fort Lauderdale (Davie),19,26.0701,-80.1773
Woodbury,19,39.8375,-75.1513
Salt Lake City (Kearns),19,40.7675,-112.013
La Crosse (Lacrosse),19,43.8463,-91.2422
Salt Lake City (Murray),19,40.6871,-111.901
New Castle (county),19,39.6711,-75.5944
North Port,19,27.0356,-82.1531
Morristown,19,36.1975,-83.3441
Torrance,19,33.8447,-118.305
Murphysboro,19,37.7577,-89.3482
Washington County,19,43.3933,-88.2461
La Mesa,19,32.76,-117.01
Wyandanch,19,40.7512,-73.3609
Winton,19,37.4292,-120.613
Tomball,19,30.0795,-95.6729
Livermore,19,37.6694,-121.756
Seneca,19,34.7178,-83.0159
Mableton,19,33.8267,-84.5138
Richland,19,32.2176,-90.1212
Corona,19,33.8719,-117.673
Rossville,19,34.9406,-85.3135
Dayton (Huber Heights),19,39.8731,-84.118
Winston Salem (Winston-Salem),19,36.1059,-80.2215
Hoopa,19,41.0497,-123.674
Powder Springs,19,33.9308,-84.6917
Grovetown,19,33.4951,-82.2191
Mesa (county),19,39.0281,-108.568
Bayonne,19,40.6562,-74.1251
Methuen,19,42.7237,-71.1736
Salt Lake City (Millcreek),19,40.7524,-111.981
Acworth,19,34.0865,-84.5724
Weatherford,19,35.5326,-98.6986
Castle Rock,19,39.3683,-104.84
Clinton Township,19,42.5546,-82.8994
Wake Forest,19,35.9975,-78.6056
Colton,19,34.0317,-117.282
Ripley,19,34.7457,-88.9693
Los Angeles (Boyle Heights),19,34.0332,-118.192
Pacoima,19,34.264,-118.436
Oklahoma City (Del City),20,35.3342,-97.4413
Blountville,20,36.527,-82.411
Spokane (county),20,47.6527,-117.426
Deerfield Beach,20,26.3267,-80.1487
Williamston,20,34.6263,-82.4684
Miramar,20,25.9789,-80.2444
Dekalb (county),20,41.2944,-85.1493
Mount Dora,20,28.8024,-81.6448
Cedar Falls,20,42.5167,-92.4549
Lee (county),20,30.414,-83.2961
Saugerties,20,42.0834,-73.9457
Panorama City,20,34.2332,-118.452
Converse,20,29.4697,-98.2782
Danielsville,20,34.1698,-83.2257
Palmyra,20,40.3077,-76.5952
Sparta,20,43.9515,-90.8223
Chattanooga (East Ridge),20,34.9999,-85.2628
Hot Springs,20,38.0126,-79.8103
Cincinnati (Avondale),20,39.1494,-84.4817
Tuskegee,20,32.4227,-85.7013
Cary,20,35.8202,-78.8567
Mullins,20,34.21,-79.2506
Gaston,20,33.8779,-81.1354
Bellflower,20,33.8748,-118.143
Greene (county),20,37.166,-93.3113
Nicholasville,20,37.8763,-84.5744
Clairton,20,40.2846,-79.8813
Berkeley (county),20,32.9963,-80.0317
Parsons,20,37.3404,-95.2794
Franklinton,20,30.8121,-90.1438
Hobbs,20,32.7118,-103.137
Sylmar,20,34.308,-118.43
Trenton (Hamilton Township),20,40.1964,-74.7222
Friendswood,20,29.5464,-95.1906
Jeannette,20,40.3288,-79.6103
West Ashley,20,32.7984,-80.0825
Millington,20,35.357,-89.8948
Baldwin,20,40.6695,-73.6099
Superior,20,47.1483,-114.824
Central Islip,20,40.7824,-73.1874
Elkton,20,39.6,-75.8409
Raeford,20,34.9842,-79.2327
Solon,20,41.3714,-81.4506
Pahokee,20,26.8208,-80.6656
Tucker,20,33.8909,-84.2065
Sterling Heights,20,42.6039,-83.0279
Wheat Ridge,20,39.7826,-105.11
Fond Du Lac,20,43.774,-88.4355
Midvale,20,40.6043,-111.896
Moline,20,41.5093,-90.5106
Mount Airy,20,39.3751,-77.1719
Mills,20,42.8562,-106.389
Toppenish,20,46.3775,-120.295
Mason City,20,43.1426,-93.1693
Shelby (county),20,39.6389,-85.9143
Sebring,20,40.9237,-81.0346
Buford,20,34.1427,-83.9524
Timmonsville,20,34.1262,-79.9375
Claremore,20,36.3502,-95.4848
Edgewater,20,40.0631,-74.9067
Gaston (county),20,35.2572,-81.1542
Bozeman,21,45.6575,-111.032
Twin Falls,21,42.563,-114.478
Avon,21,39.7632,-86.3559
Soldotna,21,60.4874,-151.057
Vacaville,21,38.3588,-121.982
Warrenton,21,46.1228,-123.929
Centerville,21,32.6316,-83.6692
Central Point,21,42.3843,-122.92
Rutland,21,43.6092,-72.9691
Mountain Home,21,36.3361,-92.3745
Pelham,21,42.7574,-71.2689
Kilgore,21,32.3776,-94.9799
Stockbridge,21,33.5232,-84.2518
Cameron,21,45.4031,-91.7297
Elk Grove,21,38.4234,-121.388
Far Rockaway,21,40.5938,-73.793
Owasso,21,36.3196,-95.7585
Laurens,21,42.5256,-75.1191
Key Largo,21,25.0777,-80.459
Dade City,21,28.3523,-82.2053
Maryville,21,35.7074,-84.0051
Douglasville,21,33.7494,-84.7408
Talladega,21,33.4262,-86.0813
Niles,21,41.8355,-86.1865
Westlake,21,41.456,-81.902
Ferndale,21,40.5831,-124.241
Missouri City,21,29.6003,-95.4993
Hillside,21,41.8673,-87.8829
Stillwater,21,36.1074,-97.2505
Lamont,21,35.262,-118.913
Temecula,21,33.4643,-117.238
Paradise,21,39.7777,-121.603
Batesville,21,35.6997,-91.6298
Magna,21,40.7135,-112.083
Farmville,21,35.5879,-77.593
Berlin,21,44.4649,-71.1889
Wayne (county),21,35.3847,-78.0176
Bibb County,21,32.8517,-83.5755
Hutchinson,21,38.0864,-97.8941
Butler,21,40.9825,-79.9479
Webster,21,28.4996,-82.0611
Belmont,21,43.444,-71.476
Montebello,21,34.0159,-118.108
New Smyrna Beach,21,29.0255,-80.9281
Palo Alto,21,37.4546,-122.137
Odenton,21,39.1082,-76.7155
Bexar (county),21,29.4613,-98.5701
Hanford,21,36.3178,-119.658
Bardstown,21,37.7788,-85.3645
Arvada,22,39.8487,-105.078
Rosemead,22,34.0663,-118.091
Griffin,22,33.2838,-84.3923
Americus,22,32.0567,-84.2232
Alexander City,22,32.9504,-85.9402
York (county),22,34.9669,-81.0472
Mccomb,22,31.2294,-90.4669
Plano,22,33.0758,-96.7106
Sulphur,22,34.4594,-97.0275
Bainbridge,22,30.9057,-84.5614
Somerville,22,42.3854,-71.0914
Southaven,22,34.9811,-89.9403
Lincolnton,22,35.5163,-81.2725
El Cajon,22,32.7795,-116.975
Greensburg,22,40.3005,-79.5602
La Puente,22,34.0498,-117.945
Eufaula,22,35.2868,-95.5832
Albemarle,22,35.3647,-80.2165
Port Orange,22,29.1072,-81.0265
Arcadia,22,34.1423,-118.038
Port Charlotte,22,26.9836,-82.1084
Prince George's County,22,38.8941,-76.899
London,22,37.098,-84.1037
Kennesaw,22,34.0371,-84.6463
Harrison (county),22,32.5511,-94.3807
