cities,killed,latitude,longitude
Pacoima (Arleta),4,34.2452,-118.442
Guilderland,4,42.6887,-73.8535
Schertz,4,29.5527,-98.2576
Tuscaloosa (county),4,33.2343,-87.4835
Owings Mills,4,39.4346,-76.7989
Blountsville,4,34.0431,-86.6418
Yemassee,4,32.6937,-80.8564
Columbus (county),4,34.3876,-78.7575
Hesperia,4,34.4292,-117.36
Rock Falls,4,41.7865,-89.6688
Cheraw,4,34.6895,-79.8987
Monterey Park,4,34.0464,-118.141
Seffner,4,28.0081,-82.2834
Celina,4,40.5536,-84.5514
Los Angeles (Watts),4,33.9456,-118.241
Tracy,4,37.7617,-121.435
West Union,4,42.9779,-91.8161
North Pole,4,64.7769,-147.305
Fitzgerald,4,31.7091,-83.2585
Tabor City,4,34.0759,-78.7154
Cahokia,4,38.6078,-90.1232
Larimer (county),4,40.5314,-105.057
Deridder,4,30.8261,-93.254
Farmersville,4,36.2997,-119.207
Denison,4,33.7113,-96.6548
Kenai,4,60.5588,-151.237
Apex,4,35.7532,-78.8796
Travelers Rest,4,34.9845,-82.4209
Jonesborough,4,36.2986,-82.4866
Fort Mohave,4,34.9912,-114.603
Cleveland (Cleveland Heights),4,41.5122,-81.5788
El Cerrito,4,37.9213,-122.315
Loganville,4,33.834,-83.9667
Pacifica,4,37.6576,-122.479
Lee,4,43.1225,-71.0128
Perry,4,41.7478,-81.1381
Murray City,4,39.5127,-82.1641
Wimauma,4,27.6679,-82.3414
Flushing,4,40.7588,-73.868
Santa Maria (Orcutt),4,34.9606,-120.421
Madison Heights,4,42.5338,-83.1223
Libby,4,48.3884,-115.556
Coos Bay,4,43.2951,-124.138
Caseyville,4,38.6253,-90.0424
Sheridan,4,44.7908,-106.961
Cincinnati (Evanston),4,39.1444,-84.4566
Mulga,4,33.5498,-86.9746
Defiance,4,41.4135,-84.3593
Metter,4,32.4135,-82.0578
Key West,4,24.562,-81.7786
Harrisburg (Steelton),4,40.2404,-76.842
Los Angeles (Lincoln Heights),4,34.0777,-118.219
Mastic Beach,4,40.7674,-72.8425
Apache Junction,4,33.426,-111.501
Crawford (county),4,43.0464,-91.1123
Appleton,5,45.2009,-96.0142
Neptune,5,40.2191,-74.0346
Bon Aqua,5,35.9663,-87.4298
Lennox,5,43.3492,-96.8917
Chesterfield (county),5,37.4266,-77.6456
Manson,5,47.8744,-120.11
Cass County,5,38.6155,-94.2539
Mcminnville,5,35.6058,-85.6385
Ada,5,34.7908,-96.6608
Moundville,5,32.9975,-87.6259
Haverhill,5,42.7989,-71.0961
Marksville,5,31.1342,-92.0306
Beech Island,5,33.4323,-81.8635
Ferguson,5,38.739,-90.2754
Gardendale,5,33.6387,-86.7826
Inglis,5,29.045,-82.675
Shermans Dale,5,40.3281,-77.2233
Bay Saint Louis,5,30.3267,-89.3605
Asheboro,5,35.7069,-79.7943
Exeter,5,41.5408,-71.5373
Martinsville,5,31.6417,-94.4133
Silver Springs,5,29.2057,-81.9332
Geneseo,5,41.4492,-90.1489
Clark County,5,45.7466,-122.519
Passaic,5,40.844,-74.1362
Hanover,5,39.1616,-76.7056
Groveland,5,28.4839,-81.9087
Pocomoke City,5,38.0369,-75.543
Bellevue,5,47.61,-122.191
Washington (county),5,36.4527,-95.8965
Beachwood (Warrensville Heights),5,41.4435,-81.5307
Iaeger,5,37.4735,-81.8014
Mineral Wells,5,32.7955,-98.0964
Mayfield,5,36.7251,-88.6239
Jeffersonville,5,38.2915,-85.7093
Dade City,5,28.3523,-82.2053
King City,5,36.2086,-121.129
Ames,5,42.0038,-93.6284
Lynnwood,5,47.8153,-122.244
Dunbar,5,38.3767,-81.7201
Maple Heights,5,41.4235,-81.5587
Hawkinsville,5,32.2861,-83.4694
New Port Richey,5,28.2195,-82.7397
Clinton Township,5,42.5546,-82.8994
Fairview Heights,5,38.5897,-89.9942
Grovetown,5,33.4951,-82.2191
Fitchburg,5,42.5761,-71.7927
Mendota,5,36.7521,-120.384
Winston Salem (Winston-Salem),5,36.1059,-80.2215
Dearborn Heights,5,42.3417,-83.255
Rossville,5,34.9406,-85.3135
Livermore,5,37.6694,-121.756
La Mesa,5,32.76,-117.01
Martinsburg,5,39.4568,-77.9676
Horry County,5,33.6859,-78.9813
Lake Worth (Lantana),5,26.5792,-80.0565
Carson City,5,39.1645,-119.768
Eunice,5,30.4941,-92.4153
Vacaville,5,38.3588,-121.982
College Station,5,30.6416,-96.3087
Wadmalaw Island,5,32.6741,-80.1545
Midvale,5,40.6043,-111.896
Fond Du Lac,5,43.774,-88.4355
Pahokee,5,26.8208,-80.6656
Christian County,5,37.0651,-93.2477
Raeford,5,34.9842,-79.2327
Elkton,5,39.6,-75.8409
Superior,5,47.1483,-114.824
Eatonton,5,33.3472,-83.2568
Trenton (Hamilton Township),5,40.1964,-74.7222
Dumas,5,33.8894,-91.499
Franklin (county),5,29.7304,-84.9378
Littleton (Lakewood),5,39.7044,-105.083
Grandview,5,46.2452,-119.902
Pekin,5,40.5459,-89.6075
Gallatin,5,36.3791,-86.4495
Spring Valley,5,41.3644,-89.1981
Falls Church,5,38.8481,-77.1345
Pottstown,5,40.23,-75.6342
San Leandro,5,37.7206,-122.16
Mount Juliet,5,36.2397,-86.5381
New London,5,41.3605,-72.1089
Tabernacle,5,39.857,-74.6913
Eustis,5,28.8589,-81.6729
Smithfield,5,41.8716,-71.5038
Bluefield,5,37.2766,-81.1464
Sherwood,5,45.3812,-122.856
Summerfield,5,29.0171,-82.0791
Wallingford,5,39.8784,-75.3614
Claymont,5,39.7958,-75.462
Rodeo,5,38.0369,-122.263
Salina,5,38.7789,-97.6211
West Fargo,5,46.863,-96.9015
Saint Paul (Apple Valley),5,45.0131,-92.9848
Dundalk,5,39.2557,-76.4887
Starkville,5,33.4516,-88.77
Tennessee Colony,5,31.802787,-95.84481
Fort Lauderdale (Davie),5,26.0701,-80.1773
Excelsior (Greenwood),5,47.6919,-95.4311
Scranton,5,41.3935,-75.6753
Corvallis,5,44.5853,-123.257
Uniondale,5,40.6887,-73.599
Reading (Sinking Spring),5,40.33,-76.0256
Sidney,5,40.2804,-84.1736
Leland,5,34.3081,-78.0733
Tahoka,5,33.242,-101.789
Gerber,5,40.0222,-122.172
Jackson (county),5,30.7955,-85.2117
Saint Martinville,5,30.1172,-91.8348
Zanesville,5,39.9284,-82.0158
Mukilteo,5,47.9103,-122.293
Bloomfield,5,40.773,-74.1907
Braddock,5,40.4039,-79.8622
Oak Park,5,41.9058,-87.798
Paoli,5,34.8279,-97.2666
Elko,5,40.8341,-115.787
Seminole,5,27.8511,-82.821
La Madera,5,36.384,-106.041
Romulus,5,42.7466,-76.9166
Bend,5,44.0755,-121.349
Hope,5,33.6697,-93.6024
Inman,5,35.0811,-82.0287
Paulding County,5,33.8381,-84.9604
Dodge City,5,37.7539,-100.037
Rio Linda,5,38.6733,-121.466
Atmore,5,31.1038,-87.4846
The Colony,5,33.1015,-96.8822
Borger,5,35.6884,-101.41
Minneapolis (Plymouth),5,45.0266,-93.4789
Hamden,5,41.3502,-72.932
Riverside (county),5,33.5678,-117.107
Groveport,5,39.894,-82.8927
Bensalem,5,40.0666,-74.9725
Rosenberg,5,29.566,-95.7734
Saratoga,5,30.2935,-94.4882
Abingdon,5,36.7292,-82.0053
Weirsdale,5,28.9818,-81.925
Mission (Palmview),5,26.2052,-98.2862
Sanger,5,36.7656,-119.419
Jasper (county),5,41.6814,-93.1059
Zionsville,5,39.9531,-86.2783
Parkton,5,34.9004,-79.0147
Chino,5,33.9352,-117.656
Raceland,5,29.7413,-90.6145
El Centro,5,32.7598,-115.568
Brownwood,5,31.8293,-99.0983
Vinton,5,37.2783,-79.905
Los Lunas,5,34.8156,-106.765
Bridgeville,5,38.7342,-75.5987
Andover,5,42.6602,-71.1166
La Center,5,37.0776,-88.9684
Hazlehurst,5,31.8773,-90.4197
Sacramento County,5,38.4816,-121.378
Deming,5,32.2541,-107.752
Bartow,5,27.9005,-81.8499
Indiana,5,40.6287,-79.1456
Estill,5,32.7473,-81.2345
Haines City,5,28.114,-81.6169
Bremerton,5,47.5692,-122.659
Rowlett,5,32.9036,-96.552
Murrieta,5,33.5822,-117.174
Birmingham (Tarrant),5,33.6063,-86.7519
Frisco,5,33.0992,-96.8057
Santa Monica,5,34.0125,-118.496
Lees Summit,5,38.9031,-94.3691
Lilburn,5,33.8917,-84.1099
Wallkill,5,41.4343,-74.3972
Moscow,5,46.7154,-117.007
Fall River,5,41.6978,-71.159
Pompano Beach (North Lauderdale),5,26.2161,-80.2279
Petal,5,31.4195,-89.1881
Olive Branch,5,34.8957,-89.7967
Hixson,5,35.187,-85.1928
Cincinnati (Colerain Township),5,39.2421,-84.5943
Kirkland,5,47.7119,-122.194
Hazel Crest,5,41.5726,-87.6835
Ashburn,5,39.0623,-77.4537
Burnsville,5,34.9098,-88.3271
Manteca,5,37.8127,-121.213
Clayton County,5,33.6083,-84.441
Granite Falls,5,48.075,-121.706
Rothschild,5,44.8584,-89.6268
National City,5,32.6851,-117.101
Sandston,5,37.5156,-77.344
Quitman,5,30.7856,-83.5523
Menifee,5,33.7274,-117.152
Pine Ridge,5,43.0256,-102.558
Camarillo,5,34.2303,-119.001
Crossville,5,34.3034,-86.0499
University City,5,38.6653,-90.3094
Washington Park,5,38.6232,-90.0973
Fresno (county),5,36.5469,-119.575
Forsyth County,5,34.1438,-84.1499
Gibson,5,29.6067,-90.8708
Spotsylvania,5,38.183,-77.5718
Neosho,5,36.8598,-94.3594
Latta,5,34.3377,-79.4083
Preston,5,41.5506,-72.0141
Trussville,5,33.6144,-86.6276
Catawba (county),5,35.7927,-81.1659
Powell,5,36.0194,-84.0518
Erwin,5,35.3337,-78.6793
Sylacauga,5,33.1785,-86.2411
Hartselle,5,34.4951,-86.9883
Beavercreek,5,45.23,-122.51
Williamson (county),5,37.7711,-89.1405
Wallace,5,34.7111,-79.7682
Braddock (Rankin),5,40.4111,-79.8737
Forest,5,32.429,-89.4857
Walnut,5,34.9724,-89.0214
Vidor,5,30.0953,-94.0762
Marquette,5,46.5392,-87.393
Tallulah,5,32.4056,-91.1897
Wadesboro,5,34.9627,-80.0531
Beaver,5,48.0548,-124.355
Robstown,5,27.7126,-97.5949
Brandywine,5,38.6763,-76.8834
Union Grove,5,34.4576,-86.5814
Social Circle,5,33.678,-83.7105
Candler,5,35.5477,-82.7364
Miami (Kendall),5,25.6842,-80.3467
Ponchatoula,5,30.4433,-90.4026
North East,5,39.615,-75.9553
Smith County,5,35.0446,-102.222
North Hills,5,34.2375,-118.463
Fort Bend County,5,29.6731,-95.6769
New Hope,5,34.5148,-86.3841
Kirksville,5,40.1931,-92.5755
Walla Walla,5,46.0737,-118.312
Oakwood,5,41.0947,-84.3804
Wilmer,5,30.8183,-88.3006
Iva,5,34.3368,-82.6481
Troutdale,5,45.5441,-122.403
Axton,5,36.5678,-79.7174
Fort Bend (county),5,29.7092,-95.8217
Bonney Lake,5,47.1541,-122.157
Winnetka,5,34.1956,-118.567
Sunnyside,5,46.2656,-120.003
Noblesville,5,40.0659,-85.9673
Melrose Park,5,41.9081,-87.8547
Bristow,5,38.7655,-77.5916
Novato,5,38.1017,-122.63
Redford Charter Township,5,42.3869,-83.2749
Mobile (county),5,30.6459,-88.2394
Morrow,5,33.5899,-84.3372
Humble (Atascocita),5,29.9699,-95.2137
Hermitage,5,36.1995,-86.5994
Bucyrus,5,37.4104,-92.0614
Grantville,5,39.1058,-95.5761
Galesburg,5,42.2905,-85.4153
Grafton,5,39.3388,-80.039
Lenexa,5,38.9566,-94.7286
Coral Gables,5,25.7479,-80.2596
Ruston,5,32.5208,-92.6267
Union Springs,5,32.1443,-85.7134
Juneau,5,58.3601,-134.559
Bellaire,5,29.706,-95.4781
Marshfield,5,42.0826,-70.7069
Mcminn County,5,35.4037,-84.6479
Hackensack,5,40.9027,-74.0417
Knox County,5,35.9675,-84.1499
Montoursville,5,41.288,-76.9379
West Mifflin,5,40.3848,-79.8913
Gray,5,33.0017,-83.5617
Saint Augustine (St Augustine),5,29.8289,-81.2718
Zachary,5,30.6069,-91.227
North Hollywood,5,34.1814,-118.385
Cherokee County,5,31.7982,-95.1432
Prescott,5,34.5269,-112.478
Homewood,5,41.5596,-87.6559
Pembroke Township,5,41.0677,-87.5986
Lake Havasu City,5,34.5032,-114.331
Oak Grove,5,36.6617,-87.4425
Rosamond,5,34.8706,-118.158
Oakley,5,38.0115,-121.647
Tarboro,5,35.9061,-77.5261
Atoka,6,34.2647,-96.0755
Hazelwood,6,38.7738,-90.335
Henry (county),6,33.4164,-84.1991
Hastings,6,44.7352,-92.8692
Fairburn,6,33.6514,-84.6669
Commerce,6,36.9291,-94.8743
Warsaw,6,41.2591,-85.826
Cairo,6,30.8795,-84.2012
Ann Arbor,6,42.3053,-83.6916
Woodstock,6,34.1088,-84.5403
Cobb County,6,33.8996,-84.6329
New Albany,6,34.5056,-89.1138
Walker (county),6,30.7706,-95.5236
Donaldsonville,6,30.0953,-90.9929
Marshall (county),6,35.4495,-86.8606
Redmond,6,44.2565,-121.202
North Tonawanda,6,43.037,-78.8725
Sandusky,6,41.4389,-82.6943
Middle River,6,39.3377,-76.4001
North Highlands,6,38.6927,-121.369
Ravenel,6,32.7849,-80.2037
Van Buren,6,35.4465,-94.3345
Rosedale,6,40.659,-73.7399
Cullman,6,34.1926,-87.0403
Saint Louis (University City),6,38.672,-90.3207
Seattle (White Center),6,47.5059,-122.355
Cantonment,6,30.6225,-87.3351
Newman,6,37.3056,-121.147
League City,6,29.4947,-95.0584
Whitehall,6,40.6213,-75.4879
Toccoa,6,34.5738,-83.3161
Paradise,6,39.7777,-121.603
Batesville,6,35.6997,-91.6298
Laplace,6,30.0636,-90.49
Hutchinson,6,38.0864,-97.8941
Butler,6,40.9825,-79.9479
Milpitas,6,37.4591,-121.907
Silver City,6,32.76,-108.27
Turtle Creek,6,40.4114,-79.8258
Kennett,6,36.2336,-90.0589
Reseda,6,34.1926,-118.536
Kingsport,6,36.559,-82.5714
Bardstown,6,37.7788,-85.3645
Mount Holly,6,35.3445,-81.0212
Enid,6,36.3965,-97.8617
Parker,6,39.5181,-104.773
Osceola,6,41.7099,-86.0648
Hubbard,6,45.1818,-122.796
Medina,6,41.1406,-81.8659
Pleasant Grove,6,33.562,-86.9338
Eutawville,6,33.3547,-80.2949
Sunset,6,30.4113,-92.068
Royse City,6,32.8994,-96.283
Eaton,6,40.3401,-85.3514
Scott (county),6,38.1835,-84.6656
Granite City,6,38.7139,-90.1091
Seattle (Des Moines),6,47.3908,-122.316
Breaux Bridge,6,30.2736,-91.9503
Kern (county),6,35.3564,-118.906
Stuart,6,27.1958,-80.2527
Victoria,6,28.8091,-96.988
Cedartown,6,34.0094,-85.2568
Carmichael,6,38.6177,-121.345
Alpine,6,30.3567,-103.674
Christiansburg,6,37.1504,-80.4241
Damascus,6,39.2823,-77.2537
Fort Lauderdale (Tamarac),6,26.2264,-80.2785
Stratford,6,41.1976,-73.1362
Jupiter,6,26.9323,-80.1142
Vienna,6,44.5334,-69.9853
Cynthiana,6,38.305,-84.296
Pittsboro,6,35.7368,-79.1518
Holly Hill,6,33.3089,-80.442
Prichard,6,30.7382,-88.0843
Morris,6,41.369,-88.4217
Lihue,6,21.9962,-159.353
Shawnee,6,39.0139,-94.7402
Whitakers,6,36.1688,-77.8286
Tacoma (Fife),6,47.2431,-122.385
Asbury Park,6,40.2164,-74.0187
Grand Forks,6,47.8889,-97.0635
Ladson,6,33.0277,-80.0905
Bear,6,39.6465,-75.6568
Madisonville,6,39.153,-84.3951
Baton Rouge (Central),6,30.5431,-91.0223
University Park,6,40.7979,-77.8627
Lenoir City,6,35.829,-84.2872
Hurst,6,32.8336,-97.1931
Smith (county),6,32.3732,-95.0343
Abbeville,6,29.9677,-92.1324
Azle,6,32.8568,-97.612
Cabarrus County,6,35.4469,-80.7651
Caldwell,6,43.6519,-116.672
Los Angeles (East Los Angeles),6,34.0283,-118.183
Garden Grove,6,33.7741,-117.959
Saco,6,43.5045,-70.4501
Coral Springs,6,26.2452,-80.2766
Atwater,6,37.3524,-120.627
Buchanan,6,37.5063,-79.7193
Hesston,6,40.3986,-78.0955
Spanaway,6,47.0663,-122.354
Ellicott City,6,39.3008,-76.915
Citronelle,6,31.0403,-88.2276
University Place,6,47.2081,-122.517
Red Springs,6,34.8105,-79.2039
Enfield,6,36.2506,-77.7276
Sandy,6,45.3892,-122.31
Geddes,6,43.3153,-98.6045
Severn,6,39.1375,-76.7231
New Kensington,6,40.5652,-79.7672
Saint Albans,6,44.8561,-73.0335
Chalmette,6,29.9501,-89.9563
Avenal,6,36.0144,-120.13
Orem,6,40.2779,-111.687
Glade Spring,6,36.8079,-81.7626
Garland (county),6,34.4689,-93.097
Ozark,6,31.4346,-85.6331
Seymour,6,38.8441,-85.9006
Upper Darby,6,39.9576,-75.2655
Ashtabula,6,41.8531,-80.797
Manassas,6,38.8028,-77.5187
Plaquemine,6,30.2757,-91.2253
Okeechobee,6,27.2415,-80.8298
Randolph,6,42.1958,-71.0608
Kansas City (Raytown),6,38.9756,-94.4649
Darby,6,46.0404,-114.176
Pittsburg (Bay Point),6,38.0262,-121.934
West Chester,6,39.932,-75.6502
Hallandale (Hallandale Beach),6,25.9928,-80.1454
Cartersville,6,34.161,-84.8052
Roanoke Rapids,6,36.4575,-77.6544
Deer Park,6,47.8453,-117.548
Laurens,6,42.5256,-75.1191
Birmingham (Homewood),6,33.4758,-86.8314
Woodruff,6,34.7525,-82.0463
Pleasanton,6,37.6548,-121.874
Hiram,6,33.8621,-84.7769
Rogers,6,45.1888,-93.5641
Fargo,6,46.8356,-96.8311
Mc Lean (Mclean),6,38.9193,-77.1764
Harbor City,6,33.7958,-118.297
Bethlehem,6,40.6102,-75.3846
Clarkesville,6,34.641,-83.4472
Jamestown,6,42.1011,-79.1681
Fairfax,6,44.7428,-73.0658
Shelby County,6,35.16,-89.8347
Toppenish,6,46.3775,-120.295
Cumming,6,34.3258,-84.1164
Shelby (county),6,39.6389,-85.9143
Tomball (The Woodlands),6,30.0968,-95.6078
Bluffton,6,32.2412,-80.8837
Monongalia County,6,39.5951,-80.0281
Bolivar,6,35.2625,-89.0098
Council Bluffs,6,41.268,-95.8674
Mankato,6,44.1568,-93.9917
Palmyra,6,40.3077,-76.5952
Banning,6,33.9299,-116.859
Bessemer (Brighton),6,33.4414,-86.9343
Chattanooga (East Ridge),6,34.9999,-85.2628
Dekalb (county),6,41.2944,-85.1493
North Myrtle Beach,6,33.8156,-78.6964
Birmingham (Midfield),6,33.4626,-86.9126
Miramar,6,25.9789,-80.2444
Mullins,6,34.21,-79.2506
Deerfield Beach,6,26.3267,-80.1487
Richland (county),6,33.9919,-80.8667
Clairton,6,40.2846,-79.8813
Pass Christian,6,30.3139,-89.2537
Mangonia Park,6,26.7603,-80.0737
Parsons,6,37.3404,-95.2794
West Jordan,6,40.5878,-111.982
Corona,6,33.8719,-117.673
Mount Olive,6,31.6836,-89.7605
Nebo,6,35.7119,-81.9255
Salt Lake City (South Salt Lake),6,40.7014,-111.895
Boyle Heights,6,34.0624,-118.195
Claremore,6,36.3502,-95.4848
Boothbay Harbor,6,43.8437,-69.6255
La Grange,6,38.4095,-85.3883
Timmonsville,6,34.1262,-79.9375
Fort Lauderdale (Dania Beach),6,26.0578,-80.1637
Bozeman,6,45.6575,-111.032
Birmingham (Ensley),6,33.5013,-86.8817
Townshend,6,43.0391,-72.6322
Murray,6,36.5603,-88.3056
Seguin,6,29.6231,-98.0335
Fenton,6,38.4714,-90.4574
Nashua,6,42.743,-71.4928
Gaston (county),6,35.2572,-81.1542
Martin,6,36.35,-88.851
River Forest,6,41.9091,-87.8062
Covina,6,34.099,-117.909
Speedway,6,39.8077,-86.2732
Oak Hill,6,28.8577,-80.8579
Los Banos,6,37.0668,-120.839
Park Forest,6,41.4755,-87.6833
Taylorsville,6,35.9393,-81.1986
Opa Locka,6,25.893,-80.2528
Trinity,7,35.8939,-79.9974
Shelton,7,41.3112,-73.1452
Killen,7,34.8583,-87.5366
Kosciusko,7,33.0412,-89.5837
Leeds,7,33.5626,-86.5222
Salt Lake City (Millcreek),7,40.7524,-111.981
Imperial,7,32.8455,-115.577
Leavenworth,7,39.2012,-95.0126
Linden,7,35.619,-87.8837
Emporia,7,38.404,-96.1749
Crestview,7,30.76,-86.5806
Theodore,7,30.5656,-88.2036
Kerrville,7,30.0731,-99.1585
New Brunswick,7,40.4925,-74.445
Waynesville,7,35.4941,-82.9933
Draper,7,36.9266,-80.8299
Urbana,7,40.8838,-85.7841
Zephyrhills,7,28.2428,-82.1832
Jefferson Parish,7,29.9513,-90.2113
Windsor,7,35.9991,-76.9481
Warrenville,7,33.507,-81.8329
Oshkosh,7,44.0156,-88.5274
Tarpon Springs,7,28.1408,-82.7031
Strasburg,7,39.9852,-76.2124
Morehead,7,38.1781,-83.4561
Orlando (Pine Hills),7,28.5776,-81.4523
Bangor,7,44.7983,-68.7756
Bennettsville,7,34.642,-79.6686
Pharr,7,26.1806,-98.1865
Laveen,7,33.3828,-112.207
Pawtucket,7,41.8889,-71.3762
Okmulgee,7,35.6535,-95.9442
Willard,7,34.6303,-78.0075
Dudley,7,35.3193,-78.0089
Mission Viejo,7,33.5645,-117.667
Lavonia,7,34.4304,-83.1114
New Braunfels,7,29.7056,-98.1223
Lumber Bridge,7,34.8694,-79.1015
Ormond Beach,7,29.2599,-81.1574
Monroe County,7,36.7485,-85.7256
Chapel Hill,7,35.805,-79.034
San Gabriel,7,34.0836,-118.107
New Orleans (Algiers),7,29.9306,-90.0231
Wellington,7,26.6648,-80.2656
Fernandina Beach,7,30.6632,-81.4485
New Britain,7,41.6728,-72.7613
Upper Marlboro (Largo),7,38.8822,-76.8303
Napa,7,38.3485,-122.329
Pascagoula,7,30.3708,-88.5412
Kissimmee (Poinciana),7,28.1418,-81.4517
Marion County,7,31.1752,-89.9507
Hermiston,7,45.8395,-119.282
Centralia,7,38.5281,-89.1295
Penn Hills,7,40.459,-79.8339
Fort Lauderdale (Oakland Park),7,26.1852,-80.1467
Swainsboro,7,32.7482,-82.3921
Greencastle,7,39.7469,-77.7159
Brentwood,7,37.9603,-121.74
Mckinney,7,33.1979,-96.642
Barrow,7,70.6698,-155.143
Anadarko,7,35.0634,-98.2521
Sandy Springs,7,33.9737,-84.3623
Castroville,7,36.7685,-121.755
Dearborn,7,42.3012,-83.1431
Clermont,7,28.5556,-81.806
Pulaski,7,35.1934,-87.0128
Collier County,7,26.3984,-81.41
Byron,7,32.6629,-83.7441
Kyle,7,43.5357,-102.321
Commerce City,7,39.7953,-104.904
Springdale,7,36.1671,-94.1258
Winton,7,37.4292,-120.613
Wyandanch,7,40.7512,-73.3609
Morganton,7,35.6627,-81.7489
Pocatello,7,42.8715,-112.418
Geneva,7,41.8148,-80.9158
Roseville,7,38.7439,-121.226
Tonopah,7,33.4356,-112.85
Winter Park,7,28.6063,-81.299
West Memphis,7,35.1754,-90.1846
Alvin,7,29.4271,-95.256
Aztec,7,36.8208,-107.991
Birmingham (Center Point),7,33.6278,-86.6986
Whiteville,7,34.3822,-78.7537
Arvin,7,35.1964,-118.841
Montclair,7,40.8108,-74.2083
Corbin,7,36.95,-84.0956
Porterville,7,36.0884,-119.05
Stroudsburg,7,40.9868,-75.1946
Ford Heights,7,41.5062,-87.5884
Sharon,7,41.2248,-80.5035
Evanston,7,42.022,-87.6777
Horn Lake,7,34.9626,-90.0498
Deer Lodge,7,46.4015,-112.718
Westland,7,42.2969,-83.3792
Franklinton,7,30.8121,-90.1438
Bartlesville,7,36.7394,-95.9325
Avon,7,39.7632,-86.3559
Garfield,7,32.7077,-107.234
Big Spring,7,32.2371,-101.473
Cincinnati (Roselawn),7,39.1978,-84.4583
Yuba City,7,39.1142,-121.62
Palo Alto,7,37.4546,-122.137
Sherman,7,33.6325,-96.5949
Southaven,7,34.9811,-89.9403
Colbert,7,34.0345,-83.2595
Somerville,7,42.3854,-71.0914
Bainbridge,7,30.9057,-84.5614
Sulphur,7,34.4594,-97.0275
Cherokee (county),7,34.3979,-85.5773
Mc Kees Rocks (Mckees Rocks),7,40.4745,-80.057
Chico,7,39.7382,-121.816
Arverne (Queens),7,40.5896,-73.7887
Thomasville,7,30.828,-83.98
Lansdale,7,40.2407,-75.2924
Locust Grove,7,38.3131,-77.7747
Casa Grande,7,32.8854,-111.757
Sunnyvale,7,37.3989,-122.013
Elk Grove,7,38.4234,-121.388
Randallstown,7,39.3746,-76.7865
Rialto,7,34.0949,-117.352
La Puente,7,34.0498,-117.945
Fairview,7,35.5241,-82.4117
Beattyville,7,37.6349,-83.7127
Hilton Head Island,7,32.2119,-80.695
Prentiss,7,31.6579,-89.9567
Wendell,7,35.8631,-78.4773
Lithia Springs,7,33.7587,-84.6635
Alton,7,38.9052,-90.1866
Cary,7,35.8202,-78.8567
Sioux City,7,42.503,-96.4292
Fullerton,7,33.8918,-117.954
Quincy,7,39.9238,-91.3665
Centerville,7,32.6316,-83.6692
Greeneville,7,36.1859,-82.7655
Maplewood,7,40.7227,-74.2548
Moncks Corner,8,33.1647,-80.0218
Waterford,8,42.0294,-80.0718
Logan,8,39.4862,-82.4136
Maricopa,8,33.056,-112.012
Junction City,8,39.0026,-96.8724
Channelview,8,29.7776,-95.1382
Hopkinsville,8,36.8593,-87.5088
Mountain View,8,37.3816,-122.062
Robeson County,8,34.5065,-79.0966
Enterprise,8,32.1742,-88.8308
Coeur D Alene (Coeur D'alene),8,47.7322,-116.837
Seattle (Burien),8,47.4722,-122.34
Klamath Falls,8,42.2332,-121.785
Del Rio,8,29.3769,-100.903
Mount Airy,8,39.3751,-77.1719
Madison County,8,34.7067,-86.742
North Port,8,27.0356,-82.1531
Salt Lake City (Murray),8,40.6871,-111.901
Lowell,8,43.3392,-88.816
Findlay,8,41.0569,-83.662
Cookeville,8,36.151,-85.554
Tucker,8,33.8909,-84.2065
Sterling Heights,8,42.6039,-83.0279
Atlanta (Chamblee),8,33.8935,-84.2962
Duarte,8,34.1227,-117.998
London,8,37.098,-84.1037
Lincolnton,8,35.5163,-81.2725
Albemarle,8,35.3647,-80.2165
Hinesville,8,31.806,-81.5992
Hot Springs National Park,8,34.5032,-93.0555
Piketon,8,39.1001,-83.1622
Wayne,8,40.0395,-75.3961
Andrews,8,33.3203,-79.665
Elmira,8,42.0717,-76.8141
Spanish Fork,8,40.1112,-111.66
Gwinnett County,8,33.8958,-84.2131
Collinsville,8,38.6925,-89.96
Palmer,8,42.1659,-72.3541
Stillwater,8,36.1074,-97.2505
Maxton,8,34.7539,-79.3173
Chelsea,8,42.4054,-71.028
Stockbridge,8,33.5232,-84.2518
Talladega,8,33.4262,-86.0813
Willingboro,8,40.0282,-74.8783
Cameron,8,45.4031,-91.7297
Johnson (county),8,37.765,-82.8998
Beech Grove,8,39.7231,-86.0837
Glen Burnie,8,39.1504,-76.6361
Duncan,8,34.5249,-97.9654
Olathe,8,38.9072,-94.7973
Stamford,8,41.0663,-73.5285
Cathedral City,8,33.796,-116.456
Plymouth,8,41.2431,-75.9444
Eufaula,8,35.2868,-95.5832
Bogalusa,8,30.7613,-89.8798
Cicero,8,41.85,-87.7688
Panama City Beach,8,30.2222,-85.8892
Moses Lake,8,47.2471,-119.439
Montgomery County,8,36.4998,-87.3963
Ocean Springs,8,30.4133,-88.8123
Atlanta (East Point),8,33.6969,-84.4501
Winchester,8,33.6019,-117.082
Eau Claire,8,44.7966,-91.5066
Mccomb,8,31.2294,-90.4669
Crosby,8,29.8663,-95.0772
Miami-Dade,8,25.5646,-80.3324
Riverview,8,27.8129,-82.3194
Edmond,8,35.6151,-97.4882
Bladensburg,8,38.9434,-76.9335
Escambia County,8,30.9677,-87.2569
